"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Kotecha T.; Martinez-Naharro A.; Treibel T.A.; Francis R.; Nordin S.; Abdel-Gadir A.; Knight D.S.; Zumbo G.; Rosmini S.; Maestrini V.; Bulluck H.; Rakhit R.D.; Wechalekar A.D.; Gilbertson J.; Sheppard M.N.; Kellman P.; Gillmore J.D.; Moon J.C.; Hawkins P.N.; Fontana M.","Kotecha, Tushar (38661453500); Martinez-Naharro, Ana (55343433500); Treibel, Thomas A. (15754511800); Francis, Rohin (57194779300); Nordin, Sabrina (57190741709); Abdel-Gadir, Amna (56528300800); Knight, Daniel S. (55589453200); Zumbo, Giulia (57193211591); Rosmini, Stefania (35620856500); Maestrini, Viviana (55355501300); Bulluck, Heerajnarain (53981151600); Rakhit, Roby D. (6603035925); Wechalekar, Ashutosh D. (6506002568); Gilbertson, Janet (7005657127); Sheppard, Mary N. (7202508828); Kellman, Peter (7004851504); Gillmore, Julian D. (7003539031); Moon, James C. (57202314649); Hawkins, Philip N. (35464959200); Fontana, Marianna (16306839900)","38661453500; 55343433500; 15754511800; 57194779300; 57190741709; 56528300800; 55589453200; 57193211591; 35620856500; 55355501300; 53981151600; 6603035925; 6506002568; 7005657127; 7202508828; 7004851504; 7003539031; 57202314649; 35464959200; 16306839900","Myocardial Edema and Prognosis in Amyloidosis","2018","Journal of the American College of Cardiology","71","25","","2919","2931","12","174","10.1016/j.jacc.2018.03.536","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048292984&doi=10.1016%2fj.jacc.2018.03.536&partnerID=40&md5=615ea9d978b13cae178fe7a8330fa5fa","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85048292984"
"Slegg O.G.; Willis J.A.; Wilkinson F.; Sparey J.; Wild C.B.; Rossdale J.; Ross R.M.; Pauling J.D.; Carson K.; Kandan S.R.; Oxborough D.; Knight D.; Peacock O.J.; Suntharalingam J.; Coghlan J.G.; Augustine D.X.","Slegg, Oliver Graham (57854640800); Willis, James Alexander (57194873095); Wilkinson, Fiona (8707402200); Sparey, Joseph (57854088200); Wild, Christopher Basil (57854226900); Rossdale, Jennifer (57200394698); Ross, Robert Mackenzie (7403242057); Pauling, John D. (24759261700); Carson, Kevin (55825562500); Kandan, Sri Raveen (56005093800); Oxborough, David (9634154900); Knight, Daniel (55589453200); Peacock, Oliver James (56556604000); Suntharalingam, Jay (16837744600); Coghlan, John Gerard (35393553500); Augustine, Daniel Xavier (57196650846)","57854640800; 57194873095; 8707402200; 57854088200; 57854226900; 57200394698; 7403242057; 24759261700; 55825562500; 56005093800; 9634154900; 55589453200; 56556604000; 16837744600; 35393553500; 57196650846","IMproving PULmonary hypertension Screening by Echocardiography: IMPULSE","2022","Echo Research and Practice","9","1","9","","","","7","10.1186/s44156-022-00010-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147581601&doi=10.1186%2fs44156-022-00010-9&partnerID=40&md5=964775c27d73758b5c28772b25ecab9d","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85147581601"
"Netti L.; Ioannou A.; Martinez-Naharro A.; Razvi Y.; Porcari A.; Venneri L.; Maestrini V.; Knight D.; Virsinskaite R.; Rauf M.U.; Kotecha T.; Patel R.K.; Wechelakar A.; Lachmann H.; Kellman P.; Manisty C.; Moon J.; Hawkins P.N.; Gillmore J.D.; Fontana M.","Netti, Lucrezia (57201267516); Ioannou, Adam (57188664278); Martinez-Naharro, Ana (55343433500); Razvi, Yousuf (57219044558); Porcari, Aldostefano (57201271007); Venneri, Lucia (6506276972); Maestrini, Viviana (55355501300); Knight, Dan (55589453200); Virsinskaite, Ruta (58539561200); Rauf, Muhammad U. (57985713000); Kotecha, Tushar (38661453500); Patel, Rishi K. (57210156635); Wechelakar, Ashutosh (57347924300); Lachmann, Helen (7004915734); Kellman, Peter (7004851504); Manisty, Charlotte (6504025861); Moon, James (57202314649); Hawkins, Philip N. (35464959200); Gillmore, Julian D. (7003539031); Fontana, Marianna (16306839900)","57201267516; 57188664278; 55343433500; 57219044558; 57201271007; 6506276972; 55355501300; 55589453200; 58539561200; 57985713000; 38661453500; 57210156635; 57347924300; 7004915734; 7004851504; 6504025861; 57202314649; 35464959200; 7003539031; 16306839900","Microvascular obstruction in cardiac amyloidosis","2024","European Journal of Heart Failure","","","","","","","2","10.1002/ejhf.3481","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206825425&doi=10.1002%2fejhf.3481&partnerID=40&md5=5b8c9ec5a85b493f8ccf339da955f278","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85206825425"
"Aimo A.; Chubuchny V.; Vergaro G.; Barison A.; Nicol M.; Cohen-Solal A.; Castiglione V.; Spini V.; Giannoni A.; Petersen C.; Taddei C.; Pasanisi E.; Chacko L.; Martone R.; Knight D.; Brown J.; Martinez-Naharro A.; Passino C.; Fontana M.; Emdin M.","Aimo, Alberto (56112889900); Chubuchny, Vladyslav (6506642215); Vergaro, Giuseppe (23111620200); Barison, Andrea (24597524200); Nicol, Martin (57016272200); Cohen-Solal, Alain (57189610711); Castiglione, Vincenzo (57200260361); Spini, Valentina (22987060400); Giannoni, Alberto (24490709200); Petersen, Christina (13613752200); Taddei, Claudia (57159282800); Pasanisi, Emilio (35616230200); Chacko, Liza (57210256202); Martone, Raffaele (57200571622); Knight, Dan (55589453200); Brown, James (57212760167); Martinez-Naharro, Ana (55343433500); Passino, Claudio (56868372700); Fontana, Marianna (16306839900); Emdin, Michele (7005694410)","56112889900; 6506642215; 23111620200; 24597524200; 57016272200; 57189610711; 57200260361; 22987060400; 24490709200; 13613752200; 57159282800; 35616230200; 57210256202; 57200571622; 55589453200; 57212760167; 55343433500; 56868372700; 16306839900; 7005694410","A simple echocardiographic score to rule out cardiac amyloidosis","2021","European Journal of Clinical Investigation","51","5","e13449","","","","36","10.1111/eci.13449","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096676248&doi=10.1111%2feci.13449&partnerID=40&md5=354575f568125bf3f6436a17218593e3","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85096676248"
"Ioannou A.; Nitsche C.; Porcari A.; Patel R.K.; Razvi Y.; Rauf M.U.; Martinez-Naharro A.; Venneri L.; Accietto A.; Netti L.; Bandera F.; Virsinskaite R.; Kotecha T.; Knight D.; Petrie A.; Whelan C.; Wechalekar A.; Lachmann H.; Hawkins P.N.; Gillmore J.D.; Fontana M.","Ioannou, Adam (57188664278); Nitsche, Christian (57205556434); Porcari, Aldostefano (57201271007); Patel, Rishi K. (57210156635); Razvi, Yousuf (57219044558); Rauf, Muhammad U. (57985713000); Martinez-Naharro, Ana (55343433500); Venneri, Lucia (6506276972); Accietto, Antonella (57864468500); Netti, Lucrezia (57201267516); Bandera, Francesco (55325767500); Virsinskaite, Ruta (58539561200); Kotecha, Tushar (38661453500); Knight, Dan (55589453200); Petrie, Aviva (35974110300); Whelan, Carol (36647033100); Wechalekar, Ashutosh (6506002568); Lachmann, Helen (7004915734); Hawkins, Philip N. (35464959200); Gillmore, Julian D. (7003539031); Fontana, Marianna (16306839900)","57188664278; 57205556434; 57201271007; 57210156635; 57219044558; 57985713000; 55343433500; 6506276972; 57864468500; 57201267516; 55325767500; 58539561200; 38661453500; 55589453200; 35974110300; 36647033100; 6506002568; 7004915734; 35464959200; 7003539031; 16306839900","Multiorgan Dysfunction and Associated Prognosis in Transthyretin Cardiac Amyloidosis","2024","Journal of the American Heart Association","13","4","e033094","","","","13","10.1161/JAHA.123.033094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185614625&doi=10.1161%2fJAHA.123.033094&partnerID=40&md5=1d567d7267127676aa6c4dee73139855","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85185614625"
"Jaubert O.; Montalt-Tordera J.; Knight D.; Coghlan G.J.; Arridge S.; Steeden J.A.; Muthurangu V.","Jaubert, Olivier (48461323600); Montalt-Tordera, Javier (57204789341); Knight, Dan (55589453200); Coghlan, Gerry J. (23666861000); Arridge, Simon (7005759823); Steeden, Jennifer A. (36605240600); Muthurangu, Vivek (7801671480)","48461323600; 57204789341; 55589453200; 23666861000; 7005759823; 36605240600; 7801671480","Real-time deep artifact suppression using recurrent U-Nets for low-latency cardiac MRI","2021","Magnetic Resonance in Medicine","86","4","","1904","1916","12","17","10.1002/mrm.28834","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106321349&doi=10.1002%2fmrm.28834&partnerID=40&md5=207788f1fc016d3c4e72c98e8fbb86a0","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85106321349"
"Ioannou A.; Patel R.K.; Martinez-Naharro A.; Razvi Y.; Porcari A.; Hutt D.F.; Bandera F.; Kotecha T.; Venneri L.; Chacko L.; Massa P.; Hanger M.; Knight D.; Manisty C.; Moon J.; Quarta C.; Lachmann H.; Whelan C.; Kellman P.; Hawkins P.N.; Gillmore J.D.; Wechelakar A.; Fontana M.","Ioannou, Adam (57188664278); Patel, Rishi K. (57210156635); Martinez-Naharro, Ana (55343433500); Razvi, Yousuf (57219044558); Porcari, Aldostefano (57201271007); Hutt, David F. (55985822300); Bandera, Francesco (55325767500); Kotecha, Tushar (38661453500); Venneri, Lucia (6506276972); Chacko, Liza (57210256202); Massa, Paolo (57225010842); Hanger, Melissa (57793314200); Knight, Daniel (55589453200); Manisty, Charlotte (6504025861); Moon, James (57202314649); Quarta, Cristina (56619484400); Lachmann, Helen (7004915734); Whelan, Carol (36647033100); Kellman, Peter (7004851504); Hawkins, Philip N. (35464959200); Gillmore, Julian D. (7003539031); Wechelakar, Ashutosh (57347924300); Fontana, Marianna (16306839900)","57188664278; 57210156635; 55343433500; 57219044558; 57201271007; 55985822300; 55325767500; 38661453500; 6506276972; 57210256202; 57225010842; 57793314200; 55589453200; 6504025861; 57202314649; 56619484400; 7004915734; 36647033100; 7004851504; 35464959200; 7003539031; 57347924300; 16306839900","Tracking Multiorgan Treatment Response in Systemic AL-Amyloidosis With Cardiac Magnetic Resonance Derived Extracellular Volume Mapping","2023","JACC: Cardiovascular Imaging","16","8","","1038","1052","14","22","10.1016/j.jcmg.2023.02.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163861785&doi=10.1016%2fj.jcmg.2023.02.019&partnerID=40&md5=7135cd9350c770ee99c11393a5136b25","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85163861785"
"Jaubert O.; Montalt-Tordera J.; Brown J.; Knight D.; Arridge S.; Steeden J.; Muthurangu V.","Jaubert, Olivier (48461323600); Montalt-Tordera, Javier (57204789341); Brown, James (57212760167); Knight, Daniel (55589453200); Arridge, Simon (7005759823); Steeden, Jennifer (36605240600); Muthurangu, Vivek (7801671480)","48461323600; 57204789341; 57212760167; 55589453200; 7005759823; 36605240600; 7801671480","FReSCO: Flow Reconstruction and Segmentation for low-latency Cardiac Output monitoring using deep artifact suppression and segmentation","2022","Magnetic Resonance in Medicine","88","5","","2179","2189","10","4","10.1002/mrm.29374","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133371292&doi=10.1002%2fmrm.29374&partnerID=40&md5=d720817d1d94caa62a13453578bb3f80","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85133371292"
"Ioannou A.; Patel R.K.; Martinez-Naharro A.; Razvi Y.; Porcari A.; Rauf M.U.; Bolhuis R.E.; Fernando-Sayers J.; Virsinskaite R.; Bandera F.; Kotecha T.; Venneri L.; Knight D.; Manisty C.; Moon J.; Lachmann H.; Whelan C.; Kellman P.; Hawkins P.N.; Gillmore J.D.; Wechalekar A.; Fontana M.","Ioannou, Adam (57188664278); Patel, Rishi K. (57210156635); Martinez-Naharro, Ana (55343433500); Razvi, Yousuf (57219044558); Porcari, Aldostefano (57201271007); Rauf, Muhammad U. (57985713000); Bolhuis, Roos E. (58539470600); Fernando-Sayers, Jacob (58576411500); Virsinskaite, Ruta (58539561200); Bandera, Francesco (55325767500); Kotecha, Tushar (38661453500); Venneri, Lucia (6506276972); Knight, Daniel (55589453200); Manisty, Charlotte (6504025861); Moon, James (57202314649); Lachmann, Helen (7004915734); Whelan, Carol (36647033100); Kellman, Peter (7004851504); Hawkins, Philip N. (35464959200); Gillmore, Julian D. (7003539031); Wechalekar, Ashutosh (6506002568); Fontana, Marianna (16306839900)","57188664278; 57210156635; 55343433500; 57219044558; 57201271007; 57985713000; 58539470600; 58576411500; 58539561200; 55325767500; 38661453500; 6506276972; 55589453200; 6504025861; 57202314649; 7004915734; 36647033100; 7004851504; 35464959200; 7003539031; 6506002568; 16306839900","Tracking Treatment Response in Cardiac Light-Chain Amyloidosis with Native T1 Mapping","2023","JAMA Cardiology","8","9","","848","852","4","23","10.1001/jamacardio.2023.2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171203437&doi=10.1001%2fjamacardio.2023.2010&partnerID=40&md5=74e0af57674b735d401581629591fc9b","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85171203437"
"Brown J.T.; Kotecha T.; Steeden J.A.; Fontana M.; Denton C.P.; Coghlan J.G.; Knight D.S.; Muthurangu V.","Brown, James T. (57212760167); Kotecha, Tushar (38661453500); Steeden, Jennifer A. (36605240600); Fontana, Marianna (16306839900); Denton, Christopher P. (7006031021); Coghlan, J. Gerry (35393553500); Knight, Daniel S. (55589453200); Muthurangu, Vivek (7801671480)","57212760167; 38661453500; 36605240600; 16306839900; 7006031021; 35393553500; 55589453200; 7801671480","Reduced exercise capacity in patients with systemic sclerosis is associated with lower peak tissue oxygen extraction: a cardiovascular magnetic resonance-augmented cardiopulmonary exercise study","2021","Journal of Cardiovascular Magnetic Resonance","23","1","118","","","","13","10.1186/s12968-021-00817-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117961458&doi=10.1186%2fs12968-021-00817-1&partnerID=40&md5=52ae76cb6c27a01924a46ddaa5ab786f","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85117961458"
"Jiang Y.; Punjabi K.; Pierce I.; Knight D.; Yao T.; Steeden J.; Hughes A.D.; Muthurangu V.; Davies R.","Jiang, Yue (58681466100); Punjabi, Karan (57392659400); Pierce, Iain (57224133548); Knight, Daniel (55589453200); Yao, Tina (58161103900); Steeden, Jennifer (36605240600); Hughes, Alun D. (57207789660); Muthurangu, Vivek (7801671480); Davies, Rhodri (57198821565)","58681466100; 57392659400; 57224133548; 55589453200; 58161103900; 36605240600; 57207789660; 7801671480; 57198821565","A machine learning algorithm for creating isotropic 3D aortic segmentations from routine cardiac MR localizers","2025","Magnetic Resonance Imaging","115","","110253","","","","1","10.1016/j.mri.2024.110253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206809915&doi=10.1016%2fj.mri.2024.110253&partnerID=40&md5=7298b2d8ddaad6ef488f06ec0cf7bfd6","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85206809915"
"Hausenloy D.J.; Lim M.X.; Chan M.H.H.; Paradies V.; Francis R.; Kotecha T.; Knight D.S.; Fontana M.; Kellman P.; Moon J.C.; Bulluck H.","Hausenloy, Derek J. (6602976997); Lim, Mei Xing (57194778025); Chan, Mervyn H. H. (57202460937); Paradies, Valeria (26431508400); Francis, Rohin (57194779300); Kotecha, Tushar (38661453500); Knight, Daniel S. (55589453200); Fontana, Marianna (16306839900); Kellman, Peter (7004851504); Moon, James C. (57202314649); Bulluck, Heerajnarain (53981151600)","6602976997; 57194778025; 57202460937; 26431508400; 57194779300; 38661453500; 55589453200; 16306839900; 7004851504; 57202314649; 53981151600","Interrogation of the infarcted and salvaged myocardium using multi-parametric mapping cardiovascular magnetic resonance in reperfused ST-segment elevation myocardial infarction patients","2019","Scientific Reports","9","1","9056","","","","2","10.1038/s41598-019-45449-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067792100&doi=10.1038%2fs41598-019-45449-9&partnerID=40&md5=92f9e28477b50151cf84b1affc982b59","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85067792100"
"Thornton G.D.; Shetye A.; Knight D.S.; Knott K.; Artico J.; Kurdi H.; Yousef S.; Antonakaki D.; Razvi Y.; Chacko L.; Brown J.; Patel R.; Vimalesvaran K.; Seraphim A.; Davies R.; Xue H.; Kotecha T.; Bell R.; Manisty C.; Cole G.D.; Moon J.C.; Kellman P.; Fontana M.; Treibel T.A.","Thornton, George D. (57204675230); Shetye, Abhishek (57189903814); Knight, Dan S. (55589453200); Knott, Kris (57202865988); Artico, Jessica (57188622189); Kurdi, Hibba (57193681633); Yousef, Souhad (57395339700); Antonakaki, Dimitra (57093972300); Razvi, Yousuf (57219044558); Chacko, Liza (57210256202); Brown, James (57212760167); Patel, Rishi (57210156635); Vimalesvaran, Kavitha (55625550800); Seraphim, Andreas (26535098000); Davies, Rhodri (57198821565); Xue, Hui (52365249300); Kotecha, Tushar (38661453500); Bell, Robert (57213808377); Manisty, Charlotte (6504025861); Cole, Graham D. (36623430500); Moon, James C. (57202314649); Kellman, Peter (7004851504); Fontana, Marianna (16306839900); Treibel, Thomas A. (15754511800)","57204675230; 57189903814; 55589453200; 57202865988; 57188622189; 57193681633; 57395339700; 57093972300; 57219044558; 57210256202; 57212760167; 57210156635; 55625550800; 26535098000; 57198821565; 52365249300; 38661453500; 57213808377; 6504025861; 36623430500; 57202314649; 7004851504; 16306839900; 15754511800","Myocardial Perfusion Imaging After Severe COVID-19 Infection Demonstrates Regional Ischemia Rather Than Global Blood Flow Reduction","2021","Frontiers in Cardiovascular Medicine","8","","764599","","","","18","10.3389/fcvm.2021.764599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133418407&doi=10.3389%2ffcvm.2021.764599&partnerID=40&md5=2321a5618851839b506b3763d02c86b3","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85133418407"
"Brown J.T.; Virsinskaite R.; Kotecha T.; Steeden J.A.; Fontana M.; Karia N.; Schreiber B.E.; Ong V.H.; Denton C.P.; Coghlan J.G.; Muthurangu V.; Knight D.S.","Brown, James T. (57212760167); Virsinskaite, Ruta (58539561200); Kotecha, Tushar (38661453500); Steeden, Jennifer A. (36605240600); Fontana, Marianna (16306839900); Karia, Nina (37122124800); Schreiber, Benjamin E. (36106322600); Ong, Voon H (8398311200); Denton, Christopher P. (7006031021); Coghlan, J. Gerry (35393553500); Muthurangu, Vivek (7801671480); Knight, Daniel S. (55589453200)","57212760167; 58539561200; 38661453500; 36605240600; 16306839900; 37122124800; 36106322600; 8398311200; 7006031021; 35393553500; 7801671480; 55589453200","Prognostic utility of exercise cardiovascular magnetic resonance in patients with systemic sclerosis-associated pulmonary arterial hypertension","2024","European Heart Journal Cardiovascular Imaging","25","12","","1712","1720","8","2","10.1093/ehjci/jeae177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210902913&doi=10.1093%2fehjci%2fjeae177&partnerID=40&md5=be3f3a446de072c720d995e07a0ed9c8","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85210902913"
"Kotecha T.; Monteagudo J.M.; Martinez-Naharro A.; Chacko L.; Brown J.; Knight D.; Knott K.D.; Hawkins P.; Moon J.C.; Plein S.; Xue H.; Kellman P.; Lockie T.; Patel N.; Rakhit R.; Fontana M.","Kotecha, Tushar (38661453500); Monteagudo, Juan Manuel (57194274773); Martinez-Naharro, Ana (55343433500); Chacko, Liza (57210256202); Brown, James (57212760167); Knight, Daniel (55589453200); Knott, Kristopher D. (57202865988); Hawkins, Philip (35464959200); Moon, James C. (57202314649); Plein, Sven (6701840061); Xue, Hui (52365249300); Kellman, Peter (7004851504); Lockie, Tim (16230845400); Patel, Niket (55618205500); Rakhit, Roby (6603035925); Fontana, Marianna (16306839900)","38661453500; 57194274773; 55343433500; 57210256202; 57212760167; 55589453200; 57202865988; 35464959200; 57202314649; 6701840061; 52365249300; 7004851504; 16230845400; 55618205500; 6603035925; 16306839900","Quantitative cardiovascular magnetic resonance myocardial perfusion mapping to assess hyperaemic response to adenosine stress","2021","European Heart Journal Cardiovascular Imaging","22","3","","273","281","8","20","10.1093/ehjci/jeaa252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099969250&doi=10.1093%2fehjci%2fjeaa252&partnerID=40&md5=1585538050450b1213b21ada5fba0512","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85099969250"
"Porcari A.; Masi A.; Martinez-Naharro A.; Razvi Y.; Patel R.; Ioannou A.; Rauf M.U.; Sinigiani G.; Wisniowski B.; Filisetti S.; Currie-Cathey J.; O'Beara S.; Kotecha T.; Knight D.; Moon J.C.; Sinagra G.; Virsinskaite R.; Gilbertson J.; Venneri L.; Petrie A.; Lachmann H.; Whelan C.; Kellman P.; Ravichandran S.; Cohen O.; Mahmood S.; Manisty C.; Hawkins P.N.; Gillmore J.D.; Wechalekar A.D.; Fontana M.","Porcari, Aldostefano (57201271007); Masi, Ambra (57718446200); Martinez-Naharro, Ana (55343433500); Razvi, Yousuf (57219044558); Patel, Rishi (57210156635); Ioannou, Adam (57188664278); Rauf, Muhammad U. (57985713000); Sinigiani, Giulio (57220762360); Wisniowski, Brendan (43462252700); Filisetti, Stefano (58539537900); Currie-Cathey, Jasmine (57882074500); O'Beara, Sophie (57987073900); Kotecha, Tushar (38661453500); Knight, Dan (55589453200); Moon, James C. (57202314649); Sinagra, Gianfranco (7005062509); Virsinskaite, Ruta (58539561200); Gilbertson, Janet (7005657127); Venneri, Lucia (6506276972); Petrie, Aviva (35974110300); Lachmann, Helen (7004915734); Whelan, Carol (36647033100); Kellman, Peter (7004851504); Ravichandran, Sriram (57216583258); Cohen, Oliver (57213043500); Mahmood, Shameem (50361564300); Manisty, Charlotte (6504025861); Hawkins, Philip N. (35464959200); Gillmore, Julian D. (7003539031); Wechalekar, Ashutosh D. (6506002568); Fontana, Marianna (16306839900)","57201271007; 57718446200; 55343433500; 57219044558; 57210156635; 57188664278; 57985713000; 57220762360; 43462252700; 58539537900; 57882074500; 57987073900; 38661453500; 55589453200; 57202314649; 7005062509; 58539561200; 7005657127; 6506276972; 35974110300; 7004915734; 36647033100; 7004851504; 57216583258; 57213043500; 50361564300; 6504025861; 35464959200; 7003539031; 6506002568; 16306839900","Redefining Cardiac Involvement and Targets of Treatment in Systemic Immunoglobulin AL Amyloidosis","2024","JAMA Cardiology","9","11","","982","989","7","6","10.1001/jamacardio.2024.2555","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209069542&doi=10.1001%2fjamacardio.2024.2555&partnerID=40&md5=2733f938e1f21018b5515dc3777c26fb","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85209069542"
"Kotecha T.; Chacko L.; Chehab O.; O'Reilly N.; Martinez-Naharro A.; Lazari J.; Knott K.D.; Brown J.; Knight D.; Muthurangu V.; Hawkins P.; Plein S.; Moon J.C.; Xue H.; Kellman P.; Rakhit R.; Patel N.; Fontana M.","Kotecha, Tushar (38661453500); Chacko, Liza (57210256202); Chehab, Omar (57194512078); O'Reilly, Nanci (57208274847); Martinez-Naharro, Ana (55343433500); Lazari, Jonathan (57204354738); Knott, Kristopher D. (57202865988); Brown, James (57212760167); Knight, Daniel (55589453200); Muthurangu, Vivek (7801671480); Hawkins, Philip (35464959200); Plein, Sven (6701840061); Moon, James C. (57202314649); Xue, Hui (52365249300); Kellman, Peter (7004851504); Rakhit, Roby (6603035925); Patel, Niket (55618205500); Fontana, Marianna (16306839900)","38661453500; 57210256202; 57194512078; 57208274847; 55343433500; 57204354738; 57202865988; 57212760167; 55589453200; 7801671480; 35464959200; 6701840061; 57202314649; 52365249300; 7004851504; 6603035925; 55618205500; 16306839900","Assessment of Multivessel Coronary Artery Disease Using Cardiovascular Magnetic Resonance Pixelwise Quantitative Perfusion Mapping","2020","JACC: Cardiovascular Imaging","13","12","","2546","2557","11","53","10.1016/j.jcmg.2020.06.041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092663833&doi=10.1016%2fj.jcmg.2020.06.041&partnerID=40&md5=819f8f0b248b2c9ad7df8cd766db7e7d","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85092663833"
"Knight D.S.; Karia N.; Cole A.R.; Maclean R.H.; Brown J.T.; Masi A.; Patel R.K.; Razvi Y.; Chacko L.; Venneri L.; Kotecha T.; Martinez-Naharro A.; Kellman P.; Scott-Russell A.M.; Schreiber B.E.; Ong V.H.; Denton C.P.; Fontana M.; Coghlan J.G.; Muthurangu V.","Knight, Daniel S. (55589453200); Karia, Nina (37122124800); Cole, Alice R. (57235401900); Maclean, Rory H. (57448509700); Brown, James T. (57212760167); Masi, Ambra (57718446200); Patel, Rishi K. (57210156635); Razvi, Yousuf (57219044558); Chacko, Liza (57210256202); Venneri, Lucia (6506276972); Kotecha, Tushar (38661453500); Martinez-Naharro, Ana (55343433500); Kellman, Peter (7004851504); Scott-Russell, Ann M. (24400040100); Schreiber, Benjamin E. (36106322600); Ong, Voon H. (8398311200); Denton, Christopher P. (7006031021); Fontana, Marianna (16306839900); Coghlan, J. Gerry (35393553500); Muthurangu, Vivek (7801671480)","55589453200; 37122124800; 57235401900; 57448509700; 57212760167; 57718446200; 57210156635; 57219044558; 57210256202; 6506276972; 38661453500; 55343433500; 7004851504; 24400040100; 36106322600; 8398311200; 7006031021; 16306839900; 35393553500; 7801671480","Distinct cardiovascular phenotypes are associated with prognosis in systemic sclerosis: a cardiovascular magnetic resonance study","2023","European Heart Journal Cardiovascular Imaging","24","4","","463","471","8","18","10.1093/ehjci/jeac120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139938116&doi=10.1093%2fehjci%2fjeac120&partnerID=40&md5=4dd3520023ed4ee6b400def9e711157a","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85139938116"
"Bulluck H.; Bryant J.A.; Lim M.X.; Tan X.W.; Ramlall M.; Francis R.; Kotecha T.; Cabrera-Fuentes H.A.; Knight D.S.; Fontana M.; Moon J.C.; Hausenloy D.J.","Bulluck, Heerajnarain (53981151600); Bryant, Jennifer A. (57193015222); Lim, Mei Xing (57194778025); Tan, Xiao Wei (57194772103); Ramlall, Manish (56786381300); Francis, Rohin (57194779300); Kotecha, Tushar (38661453500); Cabrera-Fuentes, Hector A. (55322522400); Knight, Daniel S. (55589453200); Fontana, Marianna (16306839900); Moon, James C. (7403231345); Hausenloy, Derek J. (6602976997)","53981151600; 57193015222; 57194778025; 57194772103; 56786381300; 57194779300; 38661453500; 55322522400; 55589453200; 16306839900; 7403231345; 6602976997","Full left ventricular coverage is essential for the accurate quantification of the area-at-risk by T1 and T2 mapping","2017","Scientific Reports","7","1","4871","","","","7","10.1038/s41598-017-05127-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022101593&doi=10.1038%2fs41598-017-05127-0&partnerID=40&md5=cea2c04ff41adf731596cbd3eb4a6f7b","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85022101593"
