"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Montalt-Tordera J.; Pajaziti E.; Jones R.; Sauvage E.; Puranik R.; Singh A.A.V.; Capelli C.; Steeden J.; Schievano S.; Muthurangu V.","Montalt-Tordera, Javier (57204789341); Pajaziti, Endrit (57210072642); Jones, Rod (55722599100); Sauvage, Emilie (57199718533); Puranik, Rajesh (11139015400); Singh, Aakansha Ajay Vir (57669807400); Capelli, Claudio (24922737800); Steeden, Jennifer (36605240600); Schievano, Silvia (13410386200); Muthurangu, Vivek (7801671480)","57204789341; 57210072642; 55722599100; 57199718533; 11139015400; 57669807400; 24922737800; 36605240600; 13410386200; 7801671480","Automatic segmentation of the great arteries for computational hemodynamic assessment","2022","Journal of Cardiovascular Magnetic Resonance","24","1","57","","","","8","10.1186/s12968-022-00891-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141393404&doi=10.1186%2fs12968-022-00891-z&partnerID=40&md5=395b54c2c381f0f1e1281432be2d7825","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85141393404"
"Krupickova S.; Muthurangu V.; Hughes M.; Tann O.; Carr M.; Christov G.; Awat R.; Taylor A.; Marek J.","Krupickova, Sylvia (33667688400); Muthurangu, Vivek (7801671480); Hughes, Marina (7402467863); Tann, Oliver (24339325500); Carr, Michelle (57197672071); Christov, Georgi (55963563800); Awat, Ram (57194796653); Taylor, Andrew (57195810900); Marek, Jan (17635293700)","33667688400; 7801671480; 7402467863; 24339325500; 57197672071; 55963563800; 57194796653; 57195810900; 17635293700","Echocardiographic arterial measurements in complex congenital diseases before bidirectional Glenn: Comparison with cardiovascular magnetic resonance imaging","2017","European Heart Journal Cardiovascular Imaging","18","3","","332","341","9","12","10.1093/ehjci/jew069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022341945&doi=10.1093%2fehjci%2fjew069&partnerID=40&md5=96eaf76db412deae7718e15268462ac3","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85022341945"
"Secinaro S.; Calandra D.; Secinaro A.; Muthurangu V.; Biancone P.","Secinaro, Silvana (57044744300); Calandra, Davide (57212495726); Secinaro, Aurelio (53867270200); Muthurangu, Vivek (7801671480); Biancone, Paolo (57044697000)","57044744300; 57212495726; 53867270200; 7801671480; 57044697000","The role of artificial intelligence in healthcare: a structured literature review","2021","BMC Medical Informatics and Decision Making","21","1","125","","","","597","10.1186/s12911-021-01488-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104134022&doi=10.1186%2fs12911-021-01488-9&partnerID=40&md5=2a275f4947ecc4d395bf00548459db17","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85104134022"
"Fengler K.; Rommel K.-P.; Blazek S.; Von Roeder M.; Besler C.; Lücke C.; Gutberlet M.; Steeden J.; Quail M.; Desch S.; Thiele H.; Muthurangu V.; Lurz P.","Fengler, Karl (56248317700); Rommel, Karl-Philipp (56189616500); Blazek, Stephan (55567849800); Von Roeder, Maximilian (56700270000); Besler, Christian (16836080100); Lücke, Christian (35795901100); Gutberlet, Matthias (26643221400); Steeden, Jennifer (36605240600); Quail, Michael (35380885000); Desch, Steffen (6603605031); Thiele, Holger (57223640812); Muthurangu, Vivek (7801671480); Lurz, Philipp (35810676500)","56248317700; 56189616500; 55567849800; 56700270000; 16836080100; 35795901100; 26643221400; 36605240600; 35380885000; 6603605031; 57223640812; 7801671480; 35810676500","Cardiac magnetic resonance assessment of central and peripheral vascular function in patients undergoing renal sympathetic denervation as predictor for blood pressure response","2018","Clinical Research in Cardiology","107","10","","945","955","10","17","10.1007/s00392-018-1267-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046655098&doi=10.1007%2fs00392-018-1267-6&partnerID=40&md5=7a7141b4627cf382d74d72eea9fce7df","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85046655098"
"Yong E.; Latief J.; Wang Y.; Erlinge D.; Dahlgren A.; Kotecha T.; Muthurangu V.; Torii R.","Yong, Enhui (57189378595); Latief, Javeria (59926823600); Wang, Yufei (59900474300); Erlinge, David (7005319185); Dahlgren, Axel (59895365700); Kotecha, Tushar (38661453500); Muthurangu, Vivek (7801671480); Torii, Ryo (7005835193)","57189378595; 59926823600; 59900474300; 7005319185; 59895365700; 38661453500; 7801671480; 7005835193","A lumped parameter model of the coronary circulation incorporating time-varying resistance, intramyocardial pressure and vascular compliance","2025","Journal of Biomechanics","189","","112679","","","","0","10.1016/j.jbiomech.2025.112679","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007135962&doi=10.1016%2fj.jbiomech.2025.112679&partnerID=40&md5=73d768d59bfa674f0f89e4e4b12d7ab9","Article","Final","","Scopus","2-s2.0-105007135962"
"Smart N.; Riegler J.; Turtle C.W.; Lygate C.A.; McAndrew D.J.; Gehmlich K.; Dubé K.N.; Price A.N.; Muthurangu V.; Taylor A.M.; Lythgoe M.F.; Redwood C.; Riley P.R.","Smart, Nicola (15754662200); Riegler, Johannes (35782379800); Turtle, Cameron W. (57192910192); Lygate, Craig A. (6603433828); McAndrew, Debra J. (56374079600); Gehmlich, Katja (6507034376); Dubé, Karina N. (54880196400); Price, Anthony N. (35335108200); Muthurangu, Vivek (7801671480); Taylor, Andrew M. (57195810900); Lythgoe, Mark F. (7004107686); Redwood, Charles (6701789888); Riley, Paul R. (57194786909)","15754662200; 35782379800; 57192910192; 6603433828; 56374079600; 6507034376; 54880196400; 35335108200; 7801671480; 57195810900; 7004107686; 6701789888; 57194786909","Aberrant developmental titin splicing and dysregulated sarcomere length in Thymosin β4 knockout mice","2017","Journal of Molecular and Cellular Cardiology","102","","","94","107","13","10","10.1016/j.yjmcc.2016.10.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008871202&doi=10.1016%2fj.yjmcc.2016.10.010&partnerID=40&md5=eff9a8c4730a7b5bc0fc9842b4b60516","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85008871202"
"Muthurangu V.","Muthurangu, Vivek (7801671480)","7801671480","Right Ventricular Strain: A Better Window Into the Working of the Heart in Pulmonary Hypertension","2019","JACC: Cardiovascular Imaging","12","11P1","","2165","2167","2","2","10.1016/j.jcmg.2019.08.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073229685&doi=10.1016%2fj.jcmg.2019.08.013&partnerID=40&md5=88c73d3b3c092827f13ff5a6ab769b41","Editorial","Final","","Scopus","2-s2.0-85073229685"
"Leiner T.; Bogaert J.; Friedrich M.G.; Mohiaddin R.; Muthurangu V.; Myerson S.; Powell A.J.; Raman S.V.; Pennell D.J.","Leiner, Tim (7004171845); Bogaert, Jan (7005505812); Friedrich, Matthias G. (7202067435); Mohiaddin, Raad (7005490421); Muthurangu, Vivek (7801671480); Myerson, Saul (6701373022); Powell, Andrew J. (7202502238); Raman, Subha V. (7201483874); Pennell, Dudley J. (7103221771)","7004171845; 7005505812; 7202067435; 7005490421; 7801671480; 6701373022; 7202502238; 7201483874; 7103221771","SCMR Position Paper (2020) on clinical indications for cardiovascular magnetic resonance","2020","Journal of Cardiovascular Magnetic Resonance","22","1","76","","","","234","10.1186/s12968-020-00682-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095575825&doi=10.1186%2fs12968-020-00682-4&partnerID=40&md5=99b0be553007e2fb892719b187f8e0b2","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85095575825"
"Stokes C.; Haupt F.; Becker D.; Muthurangu V.; von Tengg-Kobligk H.; Balabani S.; Díaz-Zuccarini V.","Stokes, C. (57224832009); Haupt, F. (57193522930); Becker, D. (56988458000); Muthurangu, V. (7801671480); von Tengg-Kobligk, H. (6602372931); Balabani, S. (6602671760); Díaz-Zuccarini, V. (23984658900)","57224832009; 57193522930; 56988458000; 7801671480; 6602372931; 6602671760; 23984658900","The Influence of Minor Aortic Branches in Patient-Specific Flow Simulations of Type-B Aortic Dissection","2023","Annals of Biomedical Engineering","51","7","","1627","1644","17","18","10.1007/s10439-023-03175-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150748229&doi=10.1007%2fs10439-023-03175-4&partnerID=40&md5=952bef7a8d4a7a9648458b7a4be44a6e","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85150748229"
"Knight D.; Muthurangu V.","Knight, Daniel (55589453200); Muthurangu, Vivek (7801671480)","55589453200; 7801671480","CMR Assessment of Mitral Regurgitation","2021","Transcatheter Mitral Valve Therapies","","","","51","61","10","0","10.1002/9781119763741.ch5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153808292&doi=10.1002%2f9781119763741.ch5&partnerID=40&md5=29cf885c31932f7f519337ec07f873b7","Book chapter","Final","","Scopus","2-s2.0-85153808292"
"Knight D.; Muthurangu V.","Knight, Daniel (55589453200); Muthurangu, Vivek (7801671480)","55589453200; 7801671480","Pulmonary hypertension","2023","Magnetic Resonance Imaging of Congenital Heart Disease","","","","137","146","9","0","10.1007/978-3-031-29235-4_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194018657&doi=10.1007%2f978-3-031-29235-4_8&partnerID=40&md5=de988517d818091c761064dcf8a36d18","Book chapter","Final","","Scopus","2-s2.0-85194018657"
"Howard J.; Slee A.E.; Skene S.; Inusa B.; Kawadler J.; Downes M.; Gavlak J.; Koelbel M.; Stotesbury H.; Chorozoglou M.; Tebbs S.; Chakravorty S.; Awogbade M.; Rees D.C.; Gupta A.; Murphy P.B.; Hart N.; Sahota S.; Nwosu C.; Gwam M.; Saunders D.; Muthurangu V.; Barber N.; Ako E.; Thein S.L.; Marshall M.; Reading I.C.; Cheng M.Y.E.; Kirkham F.J.; Liossi C.","Howard, Jo (23024734900); Slee, April E. (7004895873); Skene, Simon (57056362600); Inusa, Baba (8562039200); Kawadler, Jamie (55444368100); Downes, Michelle (57204024918); Gavlak, Johanna (35274678100); Koelbel, Melanie (57200327957); Stotesbury, Hanne (57196455905); Chorozoglou, Maria (54897958600); Tebbs, Susan (36823459700); Chakravorty, Subarna (21742052900); Awogbade, Moji (8562039100); Rees, David C. (57203104735); Gupta, Atul (57214417067); Murphy, Patrick B. (57219956977); Hart, Nicholas (57203032669); Sahota, Sati (56797970900); Nwosu, Carol (56797986200); Gwam, Maureen (56798572100); Saunders, Dawn (7202074854); Muthurangu, Vivek (7801671480); Barber, Nathaniel (56609890400); Ako, Emmanuel (56619518000); Thein, Swee Lay (55954889600); Marshall, Melanie (36644521700); Reading, Isabel C (6602489961); Cheng, Man Ying Edith (54398308400); Kirkham, Fenella J. (26643012600); Liossi, Christina (6602683528)","23024734900; 7004895873; 57056362600; 8562039200; 55444368100; 57204024918; 35274678100; 57200327957; 57196455905; 54897958600; 36823459700; 21742052900; 8562039100; 57203104735; 57214417067; 57219956977; 57203032669; 56797970900; 56797986200; 56798572100; 7202074854; 7801671480; 56609890400; 56619518000; 55954889600; 36644521700; 6602489961; 54398308400; 26643012600; 6602683528","Overnight auto-adjusting continuous airway pressure+standard care compared with standard care alone in the prevention of morbidity in sickle cell disease phase II (POMS2b): Study protocol for a randomised controlled trial","2018","Trials","19","1","55","","","","14","10.1186/s13063-017-2419-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040868291&doi=10.1186%2fs13063-017-2419-0&partnerID=40&md5=650c9245611bb448be602836baffd65d","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85040868291"
"Patel R.K.; Bandera F.; Venneri L.; Knight D.; Porcari A.; Muthurangu V.; Guazzi M.; Hawkins P.N.; Gillmore J.D.; Fontana M.","Patel, Rishi K. (57210156635); Bandera, Francesco (55325767500); Venneri, Lucia (6506276972); Knight, Daniel (55589453200); Porcari, Aldostefano (57201271007); Muthurangu, Vivek (7801671480); Guazzi, Marco (7102760456); Hawkins, Philip N. (35464959200); Gillmore, Julian D. (7003539031); Fontana, Marianna (16306839900)","57210156635; 55325767500; 6506276972; 55589453200; 57201271007; 7801671480; 7102760456; 35464959200; 7003539031; 16306839900","Cardiopulmonary Exercise Testing With Exercise Echocardiography to Assess Treatment Response in Transthyretin Amyloid Cardiomyopathy","2025","JACC: Heart Failure","13","5","","857","859","2","0","10.1016/j.jchf.2025.01.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003311380&doi=10.1016%2fj.jchf.2025.01.020&partnerID=40&md5=7b29321c2cb046ebbc43277c1c012ed2","Letter","Final","","Scopus","2-s2.0-105003311380"
"Dawes T.J.W.; Woodham V.; Sharkey E.; McEwan A.; Derrick G.; Muthurangu V.; Moledina S.; Hepburn L.","Dawes, Timothy J. W. (25027032400); Woodham, Valentine (57201550420); Sharkey, Emma (55637085600); McEwan, Angus (7102063096); Derrick, Graham (35511751900); Muthurangu, Vivek (7801671480); Moledina, Shahin (23985897400); Hepburn, Lucy (56568914400)","25027032400; 57201550420; 55637085600; 7102063096; 35511751900; 7801671480; 23985897400; 56568914400","Predicting Peri-Operative Cardiorespiratory Adverse Events in Children with Idiopathic Pulmonary Arterial Hypertension Undergoing Cardiac Catheterization Using Echocardiography: A Cohort Study","2025","Pediatric Cardiology","46","2","e000113","475","484","9","0","10.1007/s00246-024-03447-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188243309&doi=10.1007%2fs00246-024-03447-3&partnerID=40&md5=641d2a6560efea6b541cb928c216a12e","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85188243309"
"Hauptmann A.; Arridge S.; Lucka F.; Muthurangu V.; Steeden J.A.","Hauptmann, Andreas (56180904900); Arridge, Simon (7005759823); Lucka, Felix (52364146500); Muthurangu, Vivek (7801671480); Steeden, Jennifer A. (36605240600)","56180904900; 7005759823; 52364146500; 7801671480; 36605240600","Real-time cardiovascular MR with spatio-temporal artifact suppression using deep learning–proof of concept in congenital heart disease","2019","Magnetic Resonance in Medicine","81","2","","1143","1156","13","177","10.1002/mrm.27480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052949851&doi=10.1002%2fmrm.27480&partnerID=40&md5=7688b1e02459b6fff1d7e521a05f6345","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85052949851"
"Alsaied T.; Li R.; Christopher A.B.; Fogel M.; Slesnick T.C.; Krishnamurthy R.; Muthurangu V.; Dorfman A.L.; Lam C.Z.; Weigand J.D.; Jeong J.-H.; Robinson J.D.; Olivieri L.J.; Rathod R.H.; Loke Y.-H.; Stern K.; Soslow J.H.; Aggarwal M.; Johnson T.; Renno M.; Shah A.; Quail M.; Kutty S.; Garg R.; Steele J.; Renella P.; Chegondi M.; House A.V.; Marsden A.; Raimondi F.","Alsaied, Tarek (36503627100); Li, Runjia (59098712500); Christopher, Adam B. (55220564100); Fogel, Mark (7102455134); Slesnick, Timothy C. (10439636300); Krishnamurthy, Rajesh (57190971591); Muthurangu, Vivek (7801671480); Dorfman, Adam L. (7102085362); Lam, Christopher Z. (57194587927); Weigand, Justin D. (56385336400); Jeong, Jong-Hyeon (7402045818); Robinson, Joshua D. (26659239500); Olivieri, Laura J. (35201723100); Rathod, Rahul H. (36143305800); Loke, Yue-Hin (56536208600); Stern, Kenan (54401795200); Soslow, Jonathan H. (12761411800); Aggarwal, Manish (55192622500); Johnson, Tiffanie (34975456500); Renno, Markus (57031749200); Shah, Amee (7403209786); Quail, Michael (35380885000); Kutty, Shelby (25650021600); Garg, Ruchira (12786942900); Steele, Jeremy (57193305000); Renella, Pierangelo (23768469900); Chegondi, Madhuradhar (56109369600); House, Aswathy Vaikom (56478397400); Marsden, Alison (7006851741); Raimondi, Francesca (56835316000)","36503627100; 59098712500; 55220564100; 7102455134; 10439636300; 57190971591; 7801671480; 7102085362; 57194587927; 56385336400; 7402045818; 26659239500; 35201723100; 36143305800; 56536208600; 54401795200; 12761411800; 55192622500; 34975456500; 57031749200; 7403209786; 35380885000; 25650021600; 12786942900; 57193305000; 23768469900; 56109369600; 56478397400; 7006851741; 56835316000","Characterization and z-score calculation of cardiovascular magnetic resonance imaging parameters in patients after the Fontan operation: A Fontan Outcome Registry using Cardiovascular Magnetic Resonance Examinations study","2024","Journal of Cardiovascular Magnetic Resonance","26","2","101113","","","","2","10.1016/j.jocmr.2024.101113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210636650&doi=10.1016%2fj.jocmr.2024.101113&partnerID=40&md5=9a232048b6132ec5934046365afc9ac7","Article","Final","","Scopus","2-s2.0-85210636650"
"Knight D.S.; Kotecha T.; Martinez-Naharro A.; Brown J.T.; Bertelli M.; Fontana M.; Muthurangu V.; Coghlan J.G.","Knight, Daniel S. (55589453200); Kotecha, Tushar (38661453500); Martinez-Naharro, Ana (55343433500); Brown, James T. (57212760167); Bertelli, Michele (59782360800); Fontana, Marianna (16306839900); Muthurangu, Vivek (7801671480); Coghlan, J. Gerry (35393553500)","55589453200; 38661453500; 55343433500; 57212760167; 59782360800; 16306839900; 7801671480; 35393553500","Cardiovascular magnetic resonance-guided right heart catheterization in a conventional CMR environment - Predictors of procedure success and duration in pulmonary artery hypertension","2019","Journal of Cardiovascular Magnetic Resonance","21","1","57","","","","34","10.1186/s12968-019-0569-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071896462&doi=10.1186%2fs12968-019-0569-9&partnerID=40&md5=1dc1772e143ee54bdea7966b03b91d36","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85071896462"
"Yao T.; St. Clair N.; Miller G.F.; Dorfman A.L.; Fogel M.A.; Ghelani S.; Krishnamurthy R.; Lam C.Z.; Quail M.; Robinson J.D.; Schidlow D.; Slesnick T.C.; Weigand J.; Steeden J.A.; Rathod R.H.; Muthurangu V.","Yao, Tina (58161103900); St. Clair, Nicole (58992201100); Miller, Gabriel F. (59082463400); Dorfman, Adam L. (7102085362); Fogel, Mark A. (7102455134); Ghelani, Sunil (26430617100); Krishnamurthy, Rajesh (57190971591); Lam, Christopher Z. (57194587927); Quail, Michael (35380885000); Robinson, Joshua D. (26659239500); Schidlow, David (37051428900); Slesnick, Timothy C. (10439636300); Weigand, Justin (56385336400); Steeden, Jennifer A. (36605240600); Rathod, Rahul H. (36143305800); Muthurangu, Vivek (7801671480)","58161103900; 58992201100; 59082463400; 7102085362; 7102455134; 26430617100; 57190971591; 57194587927; 35380885000; 26659239500; 37051428900; 10439636300; 56385336400; 36605240600; 36143305800; 7801671480","A Deep Learning Pipeline for Assessing Ventricular Volumes from a Cardiac MRI Registry of Patients with Single Ventricle Physiology","2024","Radiology: Artificial Intelligence","6","1","e230132","","","","7","10.1148/ryai.230132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184910196&doi=10.1148%2fryai.230132&partnerID=40&md5=9d24e3fd5317fb590085d83da732962b","Article","Final","","Scopus","2-s2.0-85184910196"
"Fogel M.A.; Anwar S.; Broberg C.; Browne L.; Chung T.; Johnson T.; Muthurangu V.; Taylor M.; Valsangiacomo-Buechel E.; Wilhelm C.","Fogel, Mark A. (7102455134); Anwar, Shaftkat (59788800800); Broberg, Craig (6602638135); Browne, Lorna (23491352300); Chung, Taylor (7401571182); Johnson, Tiffanie (34975456500); Muthurangu, Vivek (7801671480); Taylor, Michael (57222463120); Valsangiacomo-Buechel, Emanuela (10044074500); Wilhelm, Carolyn (56956505100)","7102455134; 59788800800; 6602638135; 23491352300; 7401571182; 34975456500; 7801671480; 57222463120; 10044074500; 56956505100","Society for Cardiovascular Magnetic Resonance/European Society of Cardiovascular Imaging/American Society of Echocardiography/Society for Pediatric Radiology/North American Society for Cardiovascular Imaging Guidelines for the Use of Cardiac Magnetic Resonance in Pediatric Congenital and Acquired Heart Disease: Endorsed by The American Heart Association","2022","Circulation: Cardiovascular Imaging","15","6","","E014415","","","40","10.1161/CIRCIMAGING.122.014415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132275268&doi=10.1161%2fCIRCIMAGING.122.014415&partnerID=40&md5=9079e034e352c6f0c00ad17ca11eb634","Review","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85132275268"
"Pincott E.S.; Ridout D.; Brocklesby M.; McEwan A.; Muthurangu V.; Burch M.","Pincott, E. Sian (36768751700); Ridout, Deborah (6701886920); Brocklesby, Margaret (17033941100); McEwan, Angus (7102063096); Muthurangu, Vivek (7801671480); Burch, Michael (7005588453)","36768751700; 6701886920; 17033941100; 7102063096; 7801671480; 7005588453","A randomized study of autologous bone marrow–derived stem cells in pediatric cardiomyopathy","2017","Journal of Heart and Lung Transplantation","36","8","","837","844","7","8","10.1016/j.healun.2017.01.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011299116&doi=10.1016%2fj.healun.2017.01.008&partnerID=40&md5=e340607edfdb39133e238236618fefff","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85011299116"
"Voges I.; Raimondi F.; McMahon C.J.; Ait-Ali L.; Babu-Narayan S.V.; Botnar R.M.; Burkhardt B.; Gabbert D.D.; Grosse-Wortmann L.; Hasan H.; Hansmann G.; Helbing W.A.; Krupickova S.; Latus H.; Martini N.; Martins D.; Muthurangu V.; Ojala T.; Van Ooij P.; Pushparajah K.; Rodriguez-Palomares J.; Sarikouch S.; Grotenhuis H.B.; Greil F.G.; Bohbot Y.; Cikes M.; Dweck M.; Donal E.; Grapsa J.; Keenan N.; Petrescu A.M.; Szabo L.; Ricci F.; Uusitalo V.","Voges, Inga (15073600400); Raimondi, Francesca (56835316000); McMahon, Colin J (7202819517); Ait-Ali, Lamia (15118950200); Babu-Narayan, Sonya V (8381019900); Botnar, René M (35602500200); Burkhardt, Barbara (36450142400); Gabbert, Dominik D (55467991700); Grosse-Wortmann, Lars (16199663600); Hasan, Hosan (57833409700); Hansmann, Georg (6602598910); Helbing, Willem A (7004122357); Krupickova, Sylvia (33667688400); Latus, Heiner (26633946200); Martini, Nicola (23025355600); Martins, Duarte (56669362900); Muthurangu, Vivek (7801671480); Ojala, Tiina (7003837380); Van Ooij, Pim (35793899700); Pushparajah, Kuberan (6505850994); Rodriguez-Palomares, Jose (6507393305); Sarikouch, Samir (14018412700); Grotenhuis, Heynric B (8713719600); Greil, F. Gerald (57899156800); Bohbot, Yohann (57191989851); Cikes, Maja (55895105900); Dweck, Marc (12783691400); Donal, Erwan (7003337454); Grapsa, Julia (57204441798); Keenan, Niall (15127004600); Petrescu, Aniela Monica (57202230341); Szabo, Liliana (57210852823); Ricci, Fabrizio (51665764100); Uusitalo, Valtteri (56076842400)","15073600400; 56835316000; 7202819517; 15118950200; 8381019900; 35602500200; 36450142400; 55467991700; 16199663600; 57833409700; 6602598910; 7004122357; 33667688400; 26633946200; 23025355600; 56669362900; 7801671480; 7003837380; 35793899700; 6505850994; 6507393305; 14018412700; 8713719600; 57899156800; 57191989851; 55895105900; 12783691400; 7003337454; 57204441798; 15127004600; 57202230341; 57210852823; 51665764100; 56076842400","Clinical impact of novel cardiovascular magnetic resonance technology on patients with congenital heart disease: A scientific statement of the Association for European Pediatric and Congenital Cardiology and the European Association of Cardiovascular Imaging of the European Society of Cardiology","2024","European Heart Journal Cardiovascular Imaging","25","12","","e274","e294","20","3","10.1093/ehjci/jeae172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211392895&doi=10.1093%2fehjci%2fjeae172&partnerID=40&md5=d4c97508b9cd8f79678d7e4edd073023","Article","Final","","Scopus","2-s2.0-85211392895"
"Fogel M.A.; Anwar S.; Broberg C.; Browne L.; Chung T.; Johnson T.; Muthurangu V.; Taylor M.; Valsangiacomo-Buechel E.; Wilhelm C.","Fogel, Mark A. (7102455134); Anwar, Shaftkat (59788800800); Broberg, Craig (6602638135); Browne, Lorna (23491352300); Chung, Taylor (7401571182); Johnson, Tiffanie (34975456500); Muthurangu, Vivek (7801671480); Taylor, Michael (57222463120); Valsangiacomo-Buechel, Emanuela (10044074500); Wilhelm, Carolyn (56956505100)","7102455134; 59788800800; 6602638135; 23491352300; 7401571182; 34975456500; 7801671480; 57222463120; 10044074500; 56956505100","Society for Cardiovascular Magnetic Resonance/European Society of Cardiovascular Imaging/American Society of Echocardiography/Society for Pediatric Radiology/North American Society for Cardiovascular Imaging Guidelines for the use of cardiovascular magnetic resonance in pediatric congenital and acquired heart disease: Endorsed by The American Heart Association","2022","Journal of Cardiovascular Magnetic Resonance","24","1","37","","","","34","10.1186/s12968-022-00843-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132162210&doi=10.1186%2fs12968-022-00843-7&partnerID=40&md5=d8476e0160a49b587a98b5ec2df9eb9c","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85132162210"
"Muthurangu V.","Muthurangu, Vivek (7801671480)","7801671480","Right Ventricular Longitudinal Strain: A Better Predictor of Outcome in Patients With Severe Tricuspid Regurgitation","2021","JACC: Cardiovascular Imaging","14","8","","1569","1570","1","2","10.1016/j.jcmg.2021.03.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107273270&doi=10.1016%2fj.jcmg.2021.03.018&partnerID=40&md5=b6fd372312304aacb38c4a7ad4e7a814","Editorial","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85107273270"
"Jaubert O.; Montalt-Tordera J.; Knight D.; Coghlan G.J.; Arridge S.; Steeden J.A.; Muthurangu V.","Jaubert, Olivier (48461323600); Montalt-Tordera, Javier (57204789341); Knight, Dan (55589453200); Coghlan, Gerry J. (23666861000); Arridge, Simon (7005759823); Steeden, Jennifer A. (36605240600); Muthurangu, Vivek (7801671480)","48461323600; 57204789341; 55589453200; 23666861000; 7005759823; 36605240600; 7801671480","Real-time deep artifact suppression using recurrent U-Nets for low-latency cardiac MRI","2021","Magnetic Resonance in Medicine","86","4","","1904","1916","12","17","10.1002/mrm.28834","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106321349&doi=10.1002%2fmrm.28834&partnerID=40&md5=207788f1fc016d3c4e72c98e8fbb86a0","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85106321349"
"Jaubert O.; Montalt-Tordera J.; Brown J.; Knight D.; Arridge S.; Steeden J.; Muthurangu V.","Jaubert, Olivier (48461323600); Montalt-Tordera, Javier (57204789341); Brown, James (57212760167); Knight, Daniel (55589453200); Arridge, Simon (7005759823); Steeden, Jennifer (36605240600); Muthurangu, Vivek (7801671480)","48461323600; 57204789341; 57212760167; 55589453200; 7005759823; 36605240600; 7801671480","FReSCO: Flow Reconstruction and Segmentation for low-latency Cardiac Output monitoring using deep artifact suppression and segmentation","2022","Magnetic Resonance in Medicine","88","5","","2179","2189","10","4","10.1002/mrm.29374","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133371292&doi=10.1002%2fmrm.29374&partnerID=40&md5=d720817d1d94caa62a13453578bb3f80","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85133371292"
